Date,Symbol,Open,High,Low,Close,Volume,RSI,MACD,MA20,Volatility,SentimentScore,AnomalyFlag,Label
2019-08-02,AAPL,103.09,104.28,100.89,101.21,157463,60.22,-4.2526,100.57,0.1073,-0.135,0,HOLD
2019-08-05,TSLA,102.46,102.47,101.25,102.08,2928907,44.04,0.8513,100.77,0.009,-0.181,0,BUY
2019-08-06,TSLA,106.51,106.53,103.87,106.17,2964112,28.62,1.5328,100.98,0.0133,0.745,0,BUY
2019-08-07,NVDA,102.17,102.5,99.88,100.58,2882539,64.72,1.7382,100.99,0.0191,0.657,0,BUY
2019-08-08,TSLA,98.35,99.62,98.05,99.42,4164948,42.52,-2.4911,101.02,0.0193,-1.0,0,SELL
2019-08-09,NVDA,95.12,97.5,94.54,95.45,4605689,57.4,0.394,100.87,0.0077,0.797,0,HOLD
2019-08-12,NVDA,98.9,100.17,98.49,100.09,1751196,44.07,-3.1925,100.9,0.0603,0.449,0,SELL
2019-08-13,TCS.NS,96.6,97.11,93.29,94.53,2318873,74.76,1.2957,100.78,0.0092,0.695,0,BUY
2019-08-14,INFY.NS,95.75,96.93,95.06,96.07,4387130,40.59,-0.9141,100.37,0.0424,0.645,0,SELL
2019-08-15,RELIANCE.NS,100.33,102.3,98.32,99.3,1548399,77.3,-2.0036,100.28,0.0074,-0.134,0,SELL
2019-08-16,INFY.NS,98.87,100.02,96.5,98.51,364755,55.29,-1.5943,100.15,0.0367,1.0,0,HOLD
2019-08-19,TSLA,98.96,101.03,98.79,99.47,1110885,18.65,-3.4612,100.0,0.0125,1.0,0,SELL
2019-08-20,NVDA,103.65,103.95,102.12,103.3,230761,62.15,-1.8857,100.13,0.0248,-1.0,0,HOLD
2019-08-21,INFY.NS,98.83,100.15,97.15,98.57,1606805,39.17,-4.9051,99.96,0.0057,-1.0,0,SELL
2019-08-22,RELIANCE.NS,96.33,97.23,94.64,95.65,852351,60.52,-0.7594,99.75,0.0034,-1.0,0,SELL
2019-08-23,NVDA,99.83,100.6,98.79,99.46,4709232,47.57,2.7169,99.75,0.0071,-1.0,0,HOLD
2019-08-26,AAPL,93.25,95.34,92.18,93.93,2973400,47.86,1.6453,99.3,0.0461,-0.837,0,HOLD
2019-08-27,TSLA,97.78,99.25,96.34,98.38,647225,32.32,-0.2939,99.17,0.0003,-0.269,0,SELL
2019-08-28,TCS.NS,102.7,103.65,102.3,102.41,2480618,76.29,-3.6265,99.21,0.0321,-1.0,0,HOLD
2019-08-29,AAPL,99.63,99.84,98.86,99.23,4880504,56.67,-1.7172,99.19,0.0361,1.0,0,HOLD
2019-08-30,NVDA,101.17,101.79,99.94,101.2,290387,50.34,-0.0981,99.19,0.0592,-1.0,0,HOLD
2019-09-02,AAPL,99.4,100.59,98.06,98.48,1277449,33.69,0.8715,99.01,0.0179,1.0,0,HOLD
2019-09-03,TCS.NS,97.98,100.18,97.36,98.04,2983965,42.64,-1.7291,98.6,0.0128,-1.0,0,SELL
2019-09-04,AAPL,99.19,101.57,98.55,100.63,3586905,40.84,-0.366,98.61,0.0033,-0.665,0,HOLD
2019-09-05,INFY.NS,101.36,101.65,99.7,101.38,484794,50.81,-1.0427,98.7,0.058,-0.058,0,HOLD
2019-09-06,TCS.NS,101.32,102.08,101.2,101.59,2753215,33.43,2.7745,99.01,0.0109,0.572,0,BUY
2019-09-09,INFY.NS,101.89,102.71,99.98,101.58,4282835,71.98,-1.9445,99.09,0.0006,1.0,0,HOLD
2019-09-10,RELIANCE.NS,100.22,101.13,99.51,100.73,2516401,33.89,1.9536,99.4,0.0194,-0.567,0,HOLD
2019-09-11,RELIANCE.NS,100.27,100.83,98.25,100.09,1953531,27.32,3.8543,99.6,0.0212,-1.0,0,HOLD
2019-09-12,TSLA,102.71,103.66,102.44,103.3,4724216,59.51,-1.5633,99.8,0.0267,-0.856,0,HOLD
2019-09-13,NVDA,99.79,100.74,99.61,100.37,4335786,17.75,4.0105,99.89,0.0652,1.0,0,BUY
2019-09-16,TCS.NS,105.94,106.85,102.19,103.17,430809,19.23,-0.7486,100.08,0.01,0.68,0,HOLD
2019-09-17,RELIANCE.NS,98.6,100.43,98.16,99.05,2659079,59.04,4.0018,99.86,0.0159,-1.0,0,HOLD
2019-09-18,RELIANCE.NS,96.13,97.35,95.81,96.98,1710195,43.79,-0.4935,99.78,0.0329,0.927,0,HOLD
2019-09-19,INFY.NS,103.73,104.03,100.82,102.76,3938911,58.58,-0.3522,100.14,0.0018,0.873,0,BUY
2019-09-20,NVDA,104.92,106.09,103.47,104.51,3266539,47.34,0.2162,100.39,0.0401,0.442,0,BUY
2019-09-23,RELIANCE.NS,99.31,100.24,99.04,99.32,279878,49.31,0.1004,100.66,0.0331,1.0,0,HOLD
2019-09-24,AAPL,100.38,103.37,99.87,102.58,2213199,41.87,2.4201,100.87,0.0256,0.923,0,BUY
2019-09-25,RELIANCE.NS,101.4,102.37,98.1,99.43,3122071,45.51,-2.0126,100.72,0.0174,1.0,0,SELL
2019-09-26,TCS.NS,98.69,98.95,97.52,97.83,1801635,40.39,-3.892,100.65,0.0417,1.0,0,SELL
2019-09-27,TSLA,100.99,102.55,97.81,100.76,2965270,70.5,1.6743,100.63,0.0204,0.314,0,BUY
2019-09-30,AAPL,100.52,100.79,99.23,100.54,3359320,48.18,-0.7157,100.73,0.0364,-0.598,0,SELL
2019-10-01,RELIANCE.NS,99.55,99.75,98.32,99.71,2356841,36.6,-2.4953,100.82,0.0317,-0.876,0,SELL
2019-10-02,TCS.NS,94.55,94.81,94.0,94.73,1797082,62.54,2.2032,100.52,0.0032,-0.199,0,HOLD
2019-10-03,NVDA,99.7,99.95,98.46,99.15,3176065,40.66,-0.8054,100.41,0.0336,0.62,1,SELL
2019-10-04,AAPL,100.27,101.72,100.03,100.92,3234486,56.94,-3.4651,100.38,0.0735,1.0,0,HOLD
2019-10-07,TSLA,97.16,97.98,96.27,96.63,505893,60.63,0.8468,100.13,0.0579,0.041,0,HOLD
2019-10-08,NVDA,98.25,98.81,97.14,98.11,591639,40.04,0.7881,100.0,0.0399,0.089,0,HOLD
2019-10-09,INFY.NS,97.76,98.51,97.16,97.97,2732648,45.91,2.8861,99.89,0.0137,-0.919,0,HOLD
2019-10-10,RELIANCE.NS,102.53,103.18,100.73,101.61,595234,52.88,0.2052,99.81,0.0075,-0.188,0,HOLD
2019-10-11,NVDA,98.22,99.12,97.95,98.51,2718816,38.25,-0.2751,99.71,0.0423,0.707,0,HOLD
2019-10-14,INFY.NS,101.53,101.78,101.21,101.46,2562273,72.74,5.0719,99.63,0.0024,-1.0,0,BUY
2019-10-15,RELIANCE.NS,101.54,101.7,99.89,100.44,2772296,63.96,-2.3373,99.7,0.023,-0.066,0,HOLD
2019-10-16,INFY.NS,100.06,103.35,98.93,100.96,1853694,61.86,3.6586,99.9,0.0249,0.6,0,BUY
2019-10-17,INFY.NS,93.27,93.94,92.87,93.72,2401641,83.09,-0.7225,99.45,0.0147,0.471,0,HOLD
2019-10-18,INFY.NS,98.94,99.98,98.27,99.88,1502943,51.09,3.6942,99.21,0.0421,0.93,0,BUY
2019-10-21,INFY.NS,100.61,102.66,98.61,99.5,1644125,75.28,0.6127,99.22,0.0577,-0.693,0,BUY
2019-10-22,INFY.NS,98.76,99.15,96.3,96.95,3140618,56.46,-0.1417,98.94,0.0476,1.0,0,HOLD
2019-10-23,NVDA,99.98,101.45,99.56,100.62,322148,71.19,-0.0817,99.0,0.0003,0.729,0,BUY
2019-10-24,INFY.NS,102.6,103.33,101.87,102.41,3973369,40.26,-2.0246,99.23,0.0155,1.0,0,HOLD
2019-10-25,TSLA,99.47,100.95,99.42,100.48,4307406,41.4,0.5859,99.21,0.0209,0.392,0,BUY
2019-10-28,RELIANCE.NS,98.71,100.71,96.61,97.52,3009572,70.54,2.2796,99.06,0.0016,-0.122,0,HOLD
2019-10-29,RELIANCE.NS,98.58,100.5,98.2,99.62,1714114,44.35,2.6311,99.06,0.0008,-0.416,0,BUY
2019-10-30,AAPL,101.65,103.39,100.1,101.56,4925000,42.01,-1.9664,99.4,0.0483,0.473,0,HOLD
2019-10-31,NVDA,97.87,98.92,96.23,96.98,4162052,49.3,1.2703,99.29,0.0489,1.0,0,HOLD
2019-11-01,AAPL,95.38,96.17,94.62,96.11,1226369,50.91,1.6851,99.05,0.0159,-0.226,1,HOLD
2019-11-04,AAPL,96.7,98.62,95.56,97.69,4145325,68.09,0.8542,99.1,0.0359,0.025,0,HOLD
2019-11-05,TSLA,95.97,96.29,94.84,95.89,2840498,46.66,1.6841,98.99,0.0214,0.404,0,HOLD
2019-11-06,AAPL,99.91,101.95,97.45,101.92,2226598,58.74,0.2982,99.19,0.0308,0.611,0,BUY
2019-11-07,INFY.NS,99.57,100.19,97.02,97.92,2387983,48.82,0.97,99.01,0.0631,-1.0,0,HOLD
2019-11-08,INFY.NS,99.14,101.77,96.98,100.42,3809072,63.35,-2.7698,99.1,0.0095,0.831,0,HOLD
2019-11-11,TCS.NS,101.93,103.63,101.37,102.08,1890745,57.3,-1.9742,99.13,0.0074,-0.542,0,HOLD
2019-11-12,INFY.NS,107.0,109.32,104.45,105.67,3524248,48.91,-1.1468,99.39,0.0045,0.283,0,HOLD
2019-11-13,TCS.NS,102.44,102.87,100.84,102.18,234295,59.16,0.7863,99.46,0.0102,-0.252,0,BUY
2019-11-14,RELIANCE.NS,101.5,101.66,101.2,101.28,1276223,13.71,3.8175,99.83,0.0484,-0.177,0,HOLD
2019-11-15,TCS.NS,105.51,105.97,103.74,104.88,2202747,56.79,-0.6752,100.08,0.0434,1.0,0,HOLD
2019-11-18,INFY.NS,102.39,103.04,100.46,101.25,3632295,57.97,-1.731,100.17,0.0086,0.956,0,HOLD
2019-11-19,TCS.NS,101.03,101.41,100.15,100.81,3611944,29.01,-0.2797,100.36,0.0064,-1.0,0,SELL
2019-11-20,INFY.NS,99.1,100.96,98.14,99.28,534737,54.13,-2.6631,100.3,0.0121,0.606,0,SELL
2019-11-21,NVDA,101.0,101.13,100.27,100.5,2453023,73.63,-2.7059,100.2,0.0058,0.14,0,HOLD
2019-11-22,NVDA,105.0,105.09,103.95,104.05,4845408,30.88,2.475,100.38,0.049,1.0,0,BUY
2019-11-25,TSLA,106.37,106.97,104.76,104.93,4368209,10.21,0.5337,100.75,0.0176,-1.0,1,SELL
2019-11-26,RELIANCE.NS,102.66,103.31,101.73,102.76,3498193,60.61,-0.7984,100.91,0.024,-0.013,0,HOLD
2019-11-27,AAPL,96.43,97.32,96.09,96.31,3109860,57.84,4.8768,100.65,0.0272,0.594,0,HOLD
2019-11-28,TSLA,105.94,105.95,105.18,105.29,1618471,81.45,0.1305,101.06,0.052,-0.474,0,BUY
2019-11-29,TCS.NS,103.01,104.49,100.49,101.51,1989690,72.31,-0.1301,101.33,0.0258,0.591,0,BUY
2019-12-02,TCS.NS,99.12,100.87,98.57,100.4,202598,45.86,0.1487,101.47,0.0388,-0.325,0,HOLD
2019-12-03,TCS.NS,106.94,107.38,106.2,106.36,4038309,68.37,-0.9202,101.99,0.0005,0.54,0,HOLD
2019-12-04,NVDA,100.13,100.8,99.46,99.85,4144818,40.66,0.9424,101.89,0.0355,0.298,0,HOLD
2019-12-05,RELIANCE.NS,102.4,104.59,101.71,101.94,1702134,70.9,3.4384,102.09,0.0057,0.706,0,BUY
2019-12-06,INFY.NS,103.05,103.48,99.19,101.27,4911622,29.74,0.527,102.13,0.0392,-0.496,1,SELL
2019-12-09,NVDA,99.16,99.85,97.76,98.28,1084572,52.36,-2.0259,101.94,0.0141,1.0,0,SELL
2019-12-10,RELIANCE.NS,101.59,102.7,100.96,101.9,271886,48.33,1.9098,101.75,0.0322,0.414,0,BUY
2019-12-11,TCS.NS,103.27,104.35,102.55,103.72,1012521,44.44,1.9052,101.83,0.0432,-0.116,0,BUY
2019-12-12,NVDA,106.05,106.61,105.54,106.25,140709,76.12,0.5591,102.08,0.067,-0.29,0,BUY
2019-12-13,TCS.NS,102.67,104.46,101.49,102.09,101903,69.88,0.6788,101.94,0.0243,-0.675,0,BUY
2019-12-16,RELIANCE.NS,100.48,101.78,98.09,99.77,3931772,50.93,0.505,101.86,0.0186,-0.191,0,HOLD
2019-12-17,INFY.NS,102.46,102.97,101.24,101.92,2041552,66.64,0.5119,101.92,0.0007,-0.28,0,HOLD
2019-12-18,INFY.NS,101.58,102.73,100.29,100.66,4956002,57.08,-1.0992,101.99,0.0273,-0.907,0,SELL
2019-12-19,AAPL,103.88,105.23,100.19,101.67,3761105,57.84,2.6618,102.05,0.0545,-0.184,0,HOLD
2019-12-20,NVDA,98.49,100.43,97.33,100.05,1232463,65.81,0.3203,101.85,0.0106,-0.212,1,HOLD
2019-12-23,INFY.NS,102.77,104.14,100.92,103.97,983669,74.2,0.2353,101.8,0.0128,-0.57,0,BUY
2019-12-24,TCS.NS,99.08,100.29,97.1,99.86,582010,51.08,0.9269,101.65,0.0003,-0.009,0,HOLD
2019-12-25,NVDA,105.31,105.57,104.13,104.78,1608000,41.71,4.0385,102.08,0.0343,0.397,0,BUY
2019-12-26,TSLA,102.83,104.38,102.17,103.64,3647072,84.24,-0.6303,101.99,0.0317,0.577,0,BUY
2019-12-27,TCS.NS,107.51,108.2,102.24,106.44,415208,32.53,3.1632,102.24,0.0635,1.0,0,BUY
2019-12-30,AAPL,100.62,100.89,99.5,100.81,4075666,41.09,-0.3918,102.26,0.067,-0.529,0,SELL
2019-12-31,INFY.NS,104.68,107.24,103.31,103.48,920755,66.75,-0.2236,102.12,0.0357,0.696,0,BUY
2020-01-01,AAPL,102.52,103.56,102.43,102.62,4319327,57.69,0.227,102.26,0.0086,0.088,0,BUY
2020-01-02,INFY.NS,102.56,104.72,102.4,103.25,3295323,31.65,0.6474,102.32,0.0197,-0.558,0,HOLD
2020-01-03,TSLA,106.14,107.09,105.85,106.87,610053,92.67,2.6314,102.6,0.0328,0.439,0,BUY
2020-01-06,NVDA,104.24,104.65,104.08,104.08,4511138,36.6,3.4892,102.89,0.0081,0.071,0,BUY
2020-01-07,NVDA,105.51,105.83,101.34,103.18,4562353,72.22,0.3923,102.96,0.0247,-0.327,0,BUY
2020-01-08,RELIANCE.NS,105.27,107.22,104.66,105.11,1185468,86.72,-0.3224,103.03,0.0018,-0.106,0,BUY
2020-01-09,TCS.NS,106.42,107.19,106.26,106.42,1881147,68.08,-1.9876,103.03,0.0445,0.576,0,HOLD
2020-01-10,TSLA,110.03,110.25,109.34,109.86,936967,57.06,1.0337,103.42,0.0009,-0.951,0,BUY
2020-01-13,AAPL,108.52,108.88,107.58,107.79,4466262,66.5,-1.386,103.82,0.0188,1.0,0,HOLD
2020-01-14,RELIANCE.NS,106.5,107.57,104.94,106.43,923640,60.12,0.029,104.05,0.0256,1.0,0,BUY
2020-01-15,AAPL,103.37,103.52,102.8,102.84,2689890,55.72,0.0872,104.16,0.0174,-0.124,0,HOLD
2020-01-16,AAPL,102.09,102.67,101.53,101.84,1933006,48.88,-0.1508,104.17,0.0455,0.603,0,HOLD
2020-01-17,INFY.NS,105.1,105.76,101.63,102.96,4959133,49.98,3.2729,104.31,0.0273,1.0,0,HOLD
2020-01-20,TSLA,107.01,108.16,106.29,107.01,1849338,43.03,2.7457,104.46,0.0278,-0.073,0,BUY
2020-01-21,RELIANCE.NS,104.25,105.11,104.01,104.26,4681364,53.9,-0.5049,104.68,0.069,-0.453,0,SELL
2020-01-22,INFY.NS,104.86,104.95,104.12,104.38,2399719,66.38,-0.4041,104.66,0.0071,0.778,0,HOLD
2020-01-23,NVDA,106.24,107.33,104.57,107.1,2690106,65.45,-1.955,104.84,0.0068,0.824,0,HOLD
2020-01-24,NVDA,108.03,108.4,107.2,107.8,4787347,74.79,-1.8664,104.9,0.0204,-0.229,0,HOLD
2020-01-27,INFY.NS,109.91,110.1,108.32,109.93,1360815,50.29,3.3284,105.36,0.0061,-0.418,0,BUY
2020-01-28,TSLA,107.31,108.61,106.93,107.75,1922310,49.87,1.5633,105.57,0.0538,-0.567,0,BUY
2020-01-29,INFY.NS,107.82,108.66,106.58,107.31,1317728,65.6,-4.6844,105.81,0.0005,1.0,0,HOLD
2020-01-30,NVDA,107.39,108.46,106.27,106.88,1868111,27.63,-0.9618,105.99,0.0114,1.0,0,HOLD
2020-01-31,TSLA,109.74,109.8,109.09,109.47,1607194,51.71,0.491,106.12,0.0375,0.253,0,BUY
2020-02-03,NVDA,106.05,106.56,104.61,105.78,3280197,41.67,-0.3691,106.2,0.0419,1.0,0,HOLD
2020-02-04,INFY.NS,104.62,105.56,104.37,104.44,3828264,55.65,-1.2319,106.27,0.0023,0.433,0,SELL
2020-02-05,INFY.NS,109.87,110.16,109.26,109.94,1348003,63.55,2.4444,106.51,0.0477,0.059,0,BUY
2020-02-06,AAPL,109.21,109.87,108.39,108.58,1192338,57.32,-1.993,106.62,0.0546,-0.655,0,HOLD
2020-02-07,AAPL,108.35,108.68,105.98,106.43,1353924,44.51,-2.4659,106.45,0.0502,0.563,0,SELL
2020-02-10,NVDA,103.51,104.68,102.85,104.58,3461178,63.65,-1.5987,106.29,0.0363,-0.609,0,SELL
2020-02-11,TSLA,110.07,110.15,108.89,110.13,3850634,38.26,0.2036,106.47,0.0248,-1.0,0,HOLD
2020-02-12,TCS.NS,110.79,112.48,107.76,107.92,2082296,80.11,1.3714,106.73,0.0192,0.037,0,BUY
2020-02-13,TSLA,109.52,110.87,108.47,108.82,1557863,65.98,1.0315,107.07,0.0098,0.792,0,BUY
2020-02-14,RELIANCE.NS,110.46,112.0,109.42,110.24,2895667,53.17,0.2892,107.44,0.0315,-0.887,0,HOLD
2020-02-17,TSLA,108.92,109.06,107.68,108.51,4548350,50.5,-0.9785,107.51,0.0388,1.0,0,HOLD
2020-02-18,TCS.NS,110.43,110.84,110.01,110.28,132076,50.65,1.8178,107.81,0.0127,-0.645,0,BUY
2020-02-19,TCS.NS,109.05,110.88,108.23,108.29,2688824,26.94,-0.1998,108.01,0.0405,0.688,0,HOLD
2020-02-20,AAPL,108.91,111.52,108.78,109.69,2892497,60.49,-2.2223,108.14,0.0112,-0.351,0,HOLD
2020-02-21,NVDA,113.53,114.72,112.9,113.12,1496873,44.28,-0.6128,108.4,0.0662,-0.275,0,HOLD
2020-02-24,TSLA,110.79,111.42,108.77,109.92,4973715,64.69,-0.7861,108.4,0.0139,-1.0,0,HOLD
2020-02-25,INFY.NS,112.71,112.97,109.34,110.28,2154629,54.06,-3.6939,108.53,0.0004,-0.864,0,SELL
2020-02-26,TCS.NS,104.04,107.11,102.87,105.37,767064,41.05,2.3241,108.43,0.0625,-0.149,0,HOLD
2020-02-27,TSLA,109.77,111.34,108.53,110.58,4191997,39.69,-0.7212,108.62,0.0069,-1.0,0,SELL
2020-02-28,TSLA,112.45,112.69,109.21,111.92,2569235,46.25,-2.2976,108.74,0.0172,0.638,0,HOLD
2020-03-02,RELIANCE.NS,108.99,110.69,107.02,107.63,1167045,32.31,-0.7993,108.83,0.0097,0.147,0,SELL
2020-03-03,AAPL,114.47,114.9,113.43,113.68,1939088,80.73,-2.3215,109.3,0.049,-1.0,0,HOLD
2020-03-04,NVDA,106.82,108.62,105.86,107.95,1114602,38.23,-0.9504,109.2,0.0298,-1.0,0,SELL
2020-03-05,INFY.NS,113.97,114.38,111.09,111.52,2346092,39.14,-1.62,109.34,0.0134,1.0,0,HOLD
2020-03-06,TCS.NS,109.09,111.9,108.32,110.69,3520152,47.54,-0.0681,109.56,0.0127,-0.514,0,HOLD
2020-03-09,TSLA,111.93,113.45,110.14,110.16,4916447,51.83,-1.5379,109.83,0.0214,0.011,0,HOLD
2020-03-10,INFY.NS,112.71,113.69,111.9,112.25,2170729,63.55,1.8949,109.94,0.0271,0.973,0,BUY
2020-03-11,TCS.NS,111.83,112.82,111.26,111.94,2945089,38.5,2.0832,110.14,0.0112,1.0,0,BUY
2020-03-12,TSLA,106.16,108.37,105.73,107.45,350903,50.32,1.0323,110.07,0.0111,1.0,0,HOLD
2020-03-13,AAPL,108.91,110.47,108.27,109.75,1044484,50.33,-1.253,110.05,0.0303,0.364,0,SELL
2020-03-16,TSLA,108.19,110.12,107.9,109.73,2516869,44.23,-3.0527,110.11,0.0163,-0.601,0,SELL
2020-03-17,TCS.NS,113.18,115.46,112.91,114.07,3977470,36.63,0.4278,110.3,0.0153,0.273,0,HOLD
2020-03-18,TCS.NS,111.29,113.88,109.94,112.25,2763874,60.78,-2.8061,110.5,0.0138,-0.871,0,HOLD
2020-03-19,AAPL,115.12,115.73,111.89,112.91,2868048,25.23,2.5176,110.66,0.0297,1.0,0,BUY
2020-03-20,INFY.NS,112.11,113.06,111.82,112.15,4459067,59.51,-0.2475,110.61,0.0636,-0.222,0,HOLD
2020-03-23,TSLA,113.26,113.56,111.12,111.3,3457548,50.16,1.1208,110.68,0.0267,-0.1,0,BUY
2020-03-24,NVDA,108.72,111.28,108.48,110.97,2379305,57.9,3.1101,110.71,0.0251,-0.101,0,BUY
2020-03-25,INFY.NS,112.6,113.4,112.05,113.29,1829087,59.28,0.1306,111.11,0.0396,1.0,1,HOLD
2020-03-26,TSLA,107.15,108.16,104.93,106.91,2849818,38.97,-3.6927,110.93,0.034,0.323,0,SELL
2020-03-27,INFY.NS,105.94,108.31,104.02,105.18,4882485,66.11,-0.3416,110.59,0.0074,-0.35,0,HOLD
2020-03-30,TCS.NS,112.42,114.24,111.96,113.58,3921575,45.38,2.3004,110.89,0.049,-1.0,0,HOLD
2020-03-31,RELIANCE.NS,109.52,110.1,109.16,110.03,2773071,25.58,-1.5259,110.7,0.0262,1.0,1,SELL
2020-04-01,RELIANCE.NS,111.43,111.55,110.79,110.87,1951044,37.51,0.1657,110.85,0.0006,-0.147,0,HOLD
2020-04-02,TCS.NS,111.12,111.35,107.86,110.53,2924311,59.08,-1.596,110.8,0.0487,0.45,0,SELL
2020-04-03,RELIANCE.NS,114.79,115.61,114.02,115.05,4571875,53.76,1.209,111.02,0.0356,-1.0,1,HOLD
2020-04-06,INFY.NS,114.08,116.23,112.93,115.42,2352120,50.64,-1.0528,111.28,0.0318,-0.057,0,HOLD
2020-04-07,NVDA,110.75,113.68,110.57,112.31,4795998,52.22,-2.8113,111.29,0.0513,0.027,0,HOLD
2020-04-08,RELIANCE.NS,115.81,115.9,112.65,115.08,3912879,34.59,-1.4769,111.44,0.0035,-0.779,0,SELL
2020-04-09,TSLA,115.31,117.49,114.46,116.97,2580863,13.27,0.0507,111.92,0.0284,0.003,0,HOLD
2020-04-10,TCS.NS,111.63,111.91,111.2,111.85,4801163,67.25,0.0304,112.02,0.0159,0.657,0,HOLD
2020-04-13,INFY.NS,116.25,117.28,115.04,115.8,4806773,72.52,-2.6345,112.33,0.0108,1.0,0,HOLD
2020-04-14,AAPL,111.13,111.73,110.9,111.68,2559048,71.73,4.4244,112.21,0.0114,-0.41,0,HOLD
2020-04-15,AAPL,115.69,115.73,114.19,114.99,3073201,35.53,1.3816,112.34,0.0104,-0.236,0,HOLD
2020-04-16,INFY.NS,115.6,116.61,113.71,115.19,1596211,78.6,-2.6557,112.46,0.0191,0.079,0,HOLD
2020-04-17,TSLA,115.03,116.65,114.51,115.47,2067096,43.68,-4.3842,112.62,0.0047,-0.355,0,HOLD
2020-04-20,INFY.NS,114.5,114.61,113.38,113.96,1527422,44.77,5.2412,112.76,0.0227,-0.061,0,BUY
2020-04-21,INFY.NS,115.92,116.27,114.28,114.85,312507,51.06,0.4253,112.95,0.0173,-1.0,1,HOLD
2020-04-22,INFY.NS,116.39,117.08,115.59,116.34,1171505,41.97,1.7399,113.1,0.0418,-1.0,0,HOLD
2020-04-23,TSLA,111.47,115.39,110.87,113.37,3363741,6.63,-2.2809,113.43,0.0155,-1.0,0,SELL
2020-04-24,NVDA,116.37,117.02,114.8,116.5,1640032,52.57,-1.9874,113.99,0.0582,0.28,1,SELL
2020-04-27,AAPL,112.41,114.03,111.49,111.66,4635098,37.06,1.5885,113.9,0.0032,-1.0,0,HOLD
2020-04-28,TSLA,120.44,122.07,118.57,119.83,2210367,31.73,2.4444,114.39,0.033,0.505,0,BUY
2020-04-29,TSLA,115.88,117.05,114.19,115.94,377592,62.81,-2.3134,114.64,0.0364,-0.337,0,HOLD
2020-04-30,NVDA,119.44,119.7,116.98,118.4,3999500,26.89,2.5732,115.03,0.0187,0.074,0,HOLD
2020-05-01,RELIANCE.NS,115.0,117.78,113.15,115.08,1760284,62.63,1.4605,115.03,0.0179,-0.412,0,BUY
2020-05-04,INFY.NS,114.86,116.92,113.99,116.45,368712,49.95,-0.4012,115.09,0.0405,-1.0,0,HOLD
2020-05-05,NVDA,114.62,115.27,113.14,113.67,445617,33.47,2.0815,115.15,0.043,-0.359,0,HOLD
2020-05-06,TCS.NS,116.7,116.95,114.91,115.55,2522424,43.95,-1.6192,115.18,0.0196,0.641,0,HOLD
2020-05-07,NVDA,117.05,117.37,113.93,116.11,3094844,59.93,1.9856,115.13,0.0088,-0.503,0,BUY
2020-05-08,RELIANCE.NS,109.77,112.04,108.68,110.91,2872450,58.98,-2.0493,115.09,0.0379,1.0,0,HOLD
2020-05-11,TCS.NS,110.18,111.95,109.72,110.96,3741821,42.13,-3.1347,114.85,0.003,0.156,0,SELL
2020-05-12,RELIANCE.NS,116.34,116.56,114.84,116.5,1454974,55.99,0.5761,115.09,0.0293,-0.337,0,BUY
2020-05-13,INFY.NS,116.06,116.98,113.25,115.81,959858,60.62,2.0493,115.13,0.0,-0.751,0,BUY
2020-05-14,INFY.NS,113.37,113.89,112.78,113.42,605946,62.04,-1.6965,115.04,0.0079,-1.0,0,SELL
2020-05-15,TSLA,113.54,114.39,112.82,113.87,4863552,50.78,0.9936,114.96,0.0642,0.28,0,HOLD
2020-05-18,TSLA,117.5,118.11,116.65,116.99,4844542,35.11,-0.289,115.11,0.0532,-1.0,0,HOLD
2020-05-19,TCS.NS,114.57,114.86,113.25,113.75,133484,39.37,-0.0715,115.06,0.0004,-1.0,0,SELL
2020-05-20,TCS.NS,112.91,115.54,111.2,113.9,3751199,87.8,-0.018,114.93,0.0899,-1.0,0,HOLD
2020-05-21,NVDA,114.4,116.89,113.74,114.23,1648667,66.68,-0.1547,114.98,0.0778,-0.56,0,HOLD
2020-05-22,RELIANCE.NS,113.38,115.54,112.52,114.58,4805943,43.69,-0.9196,114.88,0.0269,-0.083,0,SELL
2020-05-25,TSLA,115.92,116.86,114.24,115.21,1193433,40.58,0.0674,115.06,0.0038,0.467,0,HOLD
2020-05-26,RELIANCE.NS,112.95,114.0,112.08,112.75,3589727,42.64,0.3638,114.7,0.0208,-0.414,0,HOLD
2020-05-27,RELIANCE.NS,117.03,117.25,114.77,115.24,4994967,76.98,-1.0351,114.67,0.0044,1.0,1,HOLD
2020-05-28,INFY.NS,111.5,112.37,109.98,112.15,1176808,53.72,0.5874,114.36,0.0474,-0.165,0,HOLD
2020-05-29,INFY.NS,116.11,116.32,113.89,115.2,3364446,14.35,-1.0572,114.36,0.056,-0.432,0,SELL
2020-06-01,NVDA,113.07,113.57,111.57,112.31,1549429,31.85,1.9061,114.16,0.0264,-0.847,0,HOLD
2020-06-02,INFY.NS,117.65,117.68,115.76,116.98,2373130,46.23,-4.7117,114.32,0.0032,-1.0,0,SELL
2020-06-03,INFY.NS,116.1,119.61,116.01,118.14,1553858,49.48,1.6176,114.45,0.0155,-1.0,0,HOLD
2020-06-04,TCS.NS,114.54,116.6,114.38,115.68,1580189,44.41,0.8906,114.43,0.032,1.0,1,HOLD
2020-06-05,AAPL,117.0,117.99,115.85,116.7,804868,61.08,0.3639,114.72,0.0332,-0.303,0,BUY
2020-06-08,TCS.NS,116.73,117.92,115.53,116.63,1989199,53.27,1.3374,115.0,0.0475,-0.677,0,BUY
